Postal Code,Region,Category,Sub-Category,Sales,Quantity
85705,West,Office Supplies,Paper,221.92,5
85705,West,Office Supplies,Paper,8.448,2
48205,Central,Office Supplies,Binders,29.52,4
48205,Central,Furniture,Chairs,302.94,3
48205,Central,Furniture,Chairs,142.36,2
48205,Central,Furniture,Chairs,546.66,9
48205,Central,Furniture,Furnishings,212.13,3
78745,Central,Office Supplies,Art,5.248,2
78745,Central,Office Supplies,Storage,74.416,2
78745,Central,Office Supplies,Paper,6.848,2
78745,Central,Furniture,Furnishings,7.996,1
77095,Central,Office Supplies,Appliances,8.712,2
6708,East,Office Supplies,Supplies,65.17,7
6708,East,Office Supplies,Labels,14.62,2
6708,East,Furniture,Furnishings,173.24,4
90049,West,Office Supplies,Binders,895.92,5
90049,West,Office Supplies,Storage,130.71,3
90049,West,Office Supplies,Art,11.68,2
90049,West,Technology,Accessories,62.31,3
19120,East,Office Supplies,Binders,0.852,1
77340,Central,Office Supplies,Paper,36.288,7
77340,Central,Furniture,Furnishings,56.568,2
97206,West,Technology,Phones,344.704,2
80027,West,Technology,Phones,201.584,2
98115,West,Furniture,Tables,521.96,2
21215,East,Office Supplies,Art,8.22,3
94109,West,Office Supplies,Paper,45.36,7
90004,West,Office Supplies,Storage,947.17,7
90004,West,Office Supplies,Paper,61.96,2
60505,Central,Furniture,Tables,268.935,3
98103,West,Office Supplies,Art,7.58,1
30605,South,Office Supplies,Labels,14.73,3
32712,South,Office Supplies,Binders,9.888,2
32712,South,Office Supplies,Appliances,671.544,3
10009,East,Office Supplies,Storage,1117.92,4
10009,East,Furniture,Bookcases,275.952,3
94110,West,Office Supplies,Binders,123.144,7
75217,Central,Technology,Accessories,15.576,3
92105,West,Office Supplies,Paper,212.64,6
92105,West,Office Supplies,Paper,9.87,3
92105,West,Technology,Accessories,53.25,3
92105,West,Furniture,Furnishings,19.92,3
10035,East,Furniture,Chairs,658.746,3
4240,East,Office Supplies,Binders,8.26,2
4240,East,Office Supplies,Binders,29.84,2
4240,East,Technology,Accessories,67.98,2
90805,West,Office Supplies,Labels,61.06,2
90805,West,Furniture,Tables,35.544,1
98115,West,Office Supplies,Labels,9.96,2
98115,West,Office Supplies,Art,9.21,3
98115,West,Office Supplies,Supplies,27.93,3
55901,Central,Office Supplies,Fasteners,7.9,2
55901,Central,Office Supplies,Storage,221.16,4
55901,Central,Office Supplies,Binders,127.96,2
55901,Central,Office Supplies,Binders,18.69,3
94110,West,Office Supplies,Supplies,25.35,3
94110,West,Furniture,Furnishings,35.28,3
98103,West,Office Supplies,Paper,33.4,5
99207,West,Technology,Machines,837.6,3
37064,South,Technology,Phones,40.68,3
38301,South,Furniture,Chairs,209.568,2
78745,Central,Technology,Accessories,22.368,4
33024,South,Office Supplies,Binders,3.882,2
33024,South,Office Supplies,Paper,115.296,3
19143,East,Office Supplies,Binders,1.908,2
61832,Central,Office Supplies,Binders,43.372,7
10009,East,Technology,Phones,783.96,4
10009,East,Office Supplies,Binders,48.896,2
10009,East,Office Supplies,Binders,7.856,2
43229,East,Office Supplies,Labels,5.904,2
43229,East,Office Supplies,Supplies,13.712,2
91911,West,Office Supplies,Envelopes,182.94,3
94110,West,Office Supplies,Art,27.76,4
10009,East,Office Supplies,Art,25.99,1
78207,Central,Technology,Accessories,113.52,5
78207,Central,Technology,Phones,359.88,3
28540,South,Office Supplies,Paper,25.344,4
94109,West,Office Supplies,Binders,11.952,3
94109,West,Office Supplies,Supplies,6.24,3
85323,West,Technology,Phones,742.336,8
60610,Central,Furniture,Furnishings,6.464,1
60610,Central,Office Supplies,Labels,11.52,5
60610,Central,Technology,Phones,222.384,2
92025,West,Office Supplies,Art,23.36,4
11561,East,Office Supplies,Labels,8.67,3
11561,East,Office Supplies,Supplies,25.71,3
19711,East,Office Supplies,Appliances,100.94,7
14215,East,Furniture,Chairs,63.882,1
77070,Central,Furniture,Chairs,683.144,4
77070,Central,Office Supplies,Binders,1.476,3
77070,Central,Office Supplies,Supplies,40.712,7
67212,Central,Office Supplies,Paper,279.9,5
80906,West,Office Supplies,Art,13.12,5
80906,West,Furniture,Bookcases,69.576,4
80906,West,Office Supplies,Art,4.224,3
80906,West,Technology,Accessories,58.08,4
80906,West,Furniture,Furnishings,52.416,9
80906,West,Furniture,Furnishings,54.92,5
80906,West,Furniture,Tables,364.95,5
80906,West,Office Supplies,Paper,85.056,3
80906,West,Office Supplies,Paper,27.696,3
10011,East,Office Supplies,Paper,24.96,4
90036,West,Furniture,Furnishings,43.13,1
30062,South,Office Supplies,Binders,5.64,3
32216,South,Office Supplies,Binders,57.582,3
32216,South,Office Supplies,Paper,31.104,6
32216,South,Furniture,Furnishings,30.192,3
32216,South,Technology,Phones,43.6,5
32216,South,Office Supplies,Art,4.768,2
32216,South,Office Supplies,Binders,10.38,2
32216,South,Office Supplies,Binders,13.392,8
19140,East,Technology,Phones,39.594,1
19140,East,Furniture,Furnishings,91.008,9
90008,West,Office Supplies,Paper,37.94,2
90008,West,Office Supplies,Paper,42.8,10
90008,West,Office Supplies,Storage,33.63,3
19134,East,Office Supplies,Envelopes,62.808,3
54703,Central,Office Supplies,Paper,195.64,4
54703,Central,Technology,Phones,239.9,2
19134,East,Furniture,Chairs,380.058,3
19134,East,Technology,Copiers,1199.976,4
19134,East,Furniture,Furnishings,48.576,3
90004,West,Office Supplies,Paper,17.94,3
19134,East,Office Supplies,Paper,18.264,3
19134,East,Office Supplies,Appliances,34.656,2
19134,East,Office Supplies,Appliances,81.552,2
19134,East,Office Supplies,Storage,227.136,4
6360,East,Office Supplies,Binders,10.36,2
78207,Central,Office Supplies,Appliances,463.248,8
78207,Central,Technology,Accessories,383.952,6
85364,West,Office Supplies,Binders,44.856,6
43229,East,Technology,Machines,30.345,7
43229,East,Furniture,Chairs,127.554,3
43229,East,Furniture,Furnishings,77.952,3
90036,West,Office Supplies,Binders,14.016,4
40475,South,Office Supplies,Storage,69.52,2
40475,South,Office Supplies,Art,5.64,3
10035,East,Office Supplies,Binders,13.776,3
54401,Central,Office Supplies,Appliances,245.88,6
54401,Central,Office Supplies,Storage,36.63,3
54401,Central,Office Supplies,Storage,22.58,2
54401,Central,Office Supplies,Binders,12.39,3
94110,West,Office Supplies,Binders,39.92,5
94110,West,Office Supplies,Paper,61.96,2
94110,West,Office Supplies,Binders,19.936,4
43017,East,Office Supplies,Binders,3.798,2
43017,East,Office Supplies,Paper,27.744,6
43017,East,Technology,Phones,158.376,4
42420,South,Furniture,Furnishings,27.58,2
43402,East,Office Supplies,Binders,5.553,3
38109,South,Office Supplies,Storage,243.92,5
8701,East,Office Supplies,Fasteners,14.96,4
90008,West,Office Supplies,Binders,7.184,2
14609,East,Office Supplies,Binders,10.512,3
97301,West,Technology,Phones,263.96,5
97301,West,Office Supplies,Art,71.632,11
97301,West,Office Supplies,Art,9.328,1
99301,West,Office Supplies,Art,5.88,2
99301,West,Furniture,Chairs,975.92,5
99301,West,Office Supplies,Art,303.84,8
99301,West,Office Supplies,Storage,485.88,6
94601,West,Furniture,Furnishings,12.54,3
94601,West,Office Supplies,Storage,8.94,3
94601,West,Furniture,Furnishings,9.24,3
90004,West,Office Supplies,Binders,70.008,3
90004,West,Furniture,Furnishings,77.6,4
90004,West,Furniture,Furnishings,464.85,9
60302,Central,Office Supplies,Art,10.192,7
7960,East,Office Supplies,Binders,1793.98,2
78745,Central,Technology,Phones,758.352,6
10011,East,Office Supplies,Binders,20.368,1
10011,East,Office Supplies,Binders,49.848,3
10024,East,Technology,Phones,239.97,3
98103,West,Furniture,Chairs,2404.704,6
98103,West,Office Supplies,Binders,563.024,11
98103,West,Office Supplies,Storage,344.91,3
98103,West,Office Supplies,Labels,8.64,3
17602,East,Technology,Phones,89.988,2
17602,East,Office Supplies,Paper,229.544,7
77095,Central,Office Supplies,Fasteners,1.824,2
77095,Central,Office Supplies,Appliances,18.32,5
77095,Central,Office Supplies,Storage,48.816,3
77095,Central,Office Supplies,Binders,1.188,1
43229,East,Technology,Accessories,119.8,5
27707,South,Office Supplies,Storage,61.568,2
27707,South,Office Supplies,Art,6.192,3
32503,South,Office Supplies,Binders,2.214,3
42420,South,Office Supplies,Envelopes,5.32,2
42420,South,Furniture,Chairs,975.92,4
42420,South,Technology,Accessories,2249.91,9
42420,South,Office Supplies,Storage,59.92,4
92804,West,Office Supplies,Binders,171.2,5
92804,West,Office Supplies,Art,3.36,2
48227,Central,Office Supplies,Paper,114.2,5
30062,South,Furniture,Chairs,182.67,3
30062,South,Technology,Accessories,101.7,6
30062,South,Office Supplies,Storage,1126.02,3
30062,South,Office Supplies,Storage,1263.3,6
98103,West,Office Supplies,Art,8.82,3
98103,West,Office Supplies,Paper,37.94,2
98103,West,Office Supplies,Art,4.2,2
98103,West,Office Supplies,Storage,227.28,2
98103,West,Office Supplies,Paper,47.9,1
98103,West,Office Supplies,Envelopes,61.96,2
98103,West,Office Supplies,Storage,1117.92,4
44134,East,Furniture,Chairs,183.372,2
44134,East,Office Supplies,Paper,7.968,2
97030,West,Office Supplies,Binders,26.352,8
92804,West,Office Supplies,Storage,481.32,4
92804,West,Office Supplies,Supplies,13.98,1
10035,East,Office Supplies,Binders,25.92,6
10035,East,Office Supplies,Labels,91.59,3
77070,Central,Furniture,Chairs,674.058,3
3301,East,Office Supplies,Binders,22.92,4
3301,East,Office Supplies,Storage,269.9,5
45014,East,Office Supplies,Binders,11.808,8
45014,East,Technology,Phones,9.588,2
37604,South,Office Supplies,Envelopes,18.336,3
37604,South,Office Supplies,Paper,36.288,7
37604,South,Technology,Phones,111.984,2
37604,South,Office Supplies,Binders,5.97,5
37604,South,Office Supplies,Binders,2.508,2
98105,West,Office Supplies,Art,35.96,2
98105,West,Office Supplies,Binders,14.952,3
77573,Central,Office Supplies,Art,67.144,7
77573,Central,Furniture,Chairs,254.058,3
20877,East,Furniture,Bookcases,173.94,3
20877,East,Technology,Phones,231.98,2
60653,Central,Office Supplies,Binders,2.296,2
35810,South,Office Supplies,Paper,96.08,2
35810,South,Office Supplies,Fasteners,3.62,2
35810,South,Office Supplies,Paper,629.1,6
35810,South,Technology,Phones,90.48,2
1841,East,Office Supplies,Art,14.88,2
60623,Central,Furniture,Tables,91.275,1
6824,East,Office Supplies,Paper,19.44,3
6824,East,Furniture,Chairs,897.15,3
10009,East,Office Supplies,Art,57.75,5
10009,East,Office Supplies,Paper,14.94,3
98103,West,Office Supplies,Art,23.1,2
80013,West,Office Supplies,Envelopes,12.536,1
80013,West,Office Supplies,Binders,1.08,2
80013,West,Office Supplies,Fasteners,4.512,3
84043,West,Technology,Phones,16.776,3
35401,South,Office Supplies,Binders,33.74,7
94109,West,Office Supplies,Storage,1325.85,5
94109,West,Furniture,Bookcases,333.999,3
94109,West,Office Supplies,Art,19.9,5
19805,East,Furniture,Chairs,1268.82,9
19805,East,Furniture,Bookcases,283.92,4
19805,East,Office Supplies,Art,5.68,2
47905,Central,Office Supplies,Storage,375.34,1
90278,West,Office Supplies,Paper,96.08,2
90278,West,Office Supplies,Binders,11.68,2
90278,West,Office Supplies,Fasteners,4.36,2
98115,West,Office Supplies,Labels,29.24,4
90045,West,Office Supplies,Binders,117.488,7
90045,West,Furniture,Furnishings,18.84,3
10009,East,Office Supplies,Art,12.42,3
48073,Central,Office Supplies,Paper,12.96,2
94109,West,Office Supplies,Appliances,69.48,1
10009,East,Technology,Phones,85.9,2
89031,West,Office Supplies,Art,18.06,7
89031,West,Office Supplies,Paper,79.14,3
89031,West,Furniture,Furnishings,37.4,2
75007,Central,Office Supplies,Binders,2.512,2
75007,Central,Office Supplies,Fasteners,18.864,9
90008,West,Technology,Phones,61.192,1
90008,West,Office Supplies,Appliances,67.84,1
98103,West,Furniture,Chairs,48.712,1
98103,West,Office Supplies,Art,17.94,3
98103,West,Office Supplies,Storage,242.94,3
33311,South,Office Supplies,Binders,7.764,4
38401,South,Technology,Phones,467.04,4
2908,East,Technology,Phones,128.85,3
2908,East,Office Supplies,Paper,8.4,2
2908,East,Technology,Accessories,199.98,2
2908,East,Furniture,Chairs,110.98,1
32216,South,Furniture,Chairs,207.984,2
32216,South,Office Supplies,Paper,36.112,2
32216,South,Furniture,Furnishings,35.568,2
32216,South,Office Supplies,Paper,88.768,2
92054,West,Office Supplies,Paper,12.9,2
32216,South,Technology,Accessories,717.12,9
10024,East,Office Supplies,Binders,21.36,5
10024,East,Office Supplies,Binders,6.688,2
10024,East,Technology,Phones,773.94,6
60610,Central,Office Supplies,Supplies,20.568,3
60610,Central,Office Supplies,Appliances,4.356,2
60610,Central,Technology,Accessories,19.04,4
92646,West,Office Supplies,Labels,5.22,2
92105,West,Office Supplies,Storage,84.84,3
37211,South,Office Supplies,Fasteners,7.24,5
10009,East,Office Supplies,Labels,14.4,5
80906,West,Office Supplies,Paper,15.552,3
80906,West,Furniture,Chairs,1325.76,6
80906,West,Office Supplies,Binders,3.108,2
94110,West,Office Supplies,Binders,6.672,3
94110,West,Technology,Phones,689.408,4
60653,Central,Office Supplies,Binders,1889.99,5
38109,South,Office Supplies,Envelopes,55.936,8
38109,South,Office Supplies,Labels,18.432,8
38109,South,Furniture,Furnishings,20.32,5
10011,East,Office Supplies,Binders,52.064,4
27604,South,Office Supplies,Appliances,48.784,1
27604,South,Office Supplies,Binders,13.092,4
90045,West,Technology,Phones,109.592,1
90045,West,Office Supplies,Paper,56.7,5
90004,West,Technology,Accessories,79.99,1
23602,South,Office Supplies,Supplies,69.5,5
23602,South,Office Supplies,Paper,191.6,4
90032,West,Office Supplies,Paper,10.56,2
39212,South,Technology,Accessories,47.79,3
47374,Central,Office Supplies,Storage,714.3,5
10035,East,Technology,Machines,2321.9,2
10035,East,Office Supplies,Storage,17.94,3
19134,East,Office Supplies,Binders,9.522,1
19134,East,Technology,Phones,791.964,6
19134,East,Office Supplies,Binders,4.923,3
85023,West,Furniture,Bookcases,209.979,7
44105,East,Office Supplies,Binders,33.93,3
44105,East,Office Supplies,Storage,222.32,7
44105,East,Technology,Phones,210.564,6
43615,East,Furniture,Furnishings,35.168,7
43615,East,Technology,Phones,1502.376,4
90008,West,Furniture,Furnishings,10.11,3
90008,West,Technology,Accessories,772.47,3
90008,West,Office Supplies,Supplies,20.46,2
10011,East,Office Supplies,Supplies,347.58,3
92037,West,Technology,Accessories,72.64,2
92037,West,Technology,Accessories,772.47,3
92037,West,Furniture,Furnishings,39.92,4
73120,Central,Office Supplies,Binders,33.48,2
73120,Central,Technology,Phones,461.97,3
73120,Central,Office Supplies,Appliances,137.62,2
73120,Central,Furniture,Chairs,302.67,3
60653,Central,Technology,Accessories,239.976,3
94109,West,Office Supplies,Art,8.34,3
94109,West,Office Supplies,Supplies,8.57,1
94109,West,Office Supplies,Binders,119.616,8
8360,East,Furniture,Chairs,212.94,3
8360,East,Office Supplies,Appliances,26.49,1
53209,Central,Furniture,Bookcases,687.4,5
98115,West,Furniture,Tables,653.55,3
98115,West,Technology,Accessories,33.9,2
60540,Central,Technology,Accessories,239.96,5
19805,East,Furniture,Tables,199.836,4
19805,East,Technology,Phones,716,2
19805,East,Office Supplies,Binders,221.06,7
90036,West,Office Supplies,Paper,67.71,3
90036,West,Office Supplies,Appliances,129.92,4
90036,West,Furniture,Furnishings,467.46,9
90036,West,Office Supplies,Paper,61.4,5
90036,West,Office Supplies,Storage,720.76,4
90036,West,Office Supplies,Binders,5.184,3
90036,West,Office Supplies,Art,14.7,5
60610,Central,Office Supplies,Binders,8.134,7
60610,Central,Technology,Accessories,79.984,2
98198,West,Office Supplies,Paper,18.54,2
19140,East,Office Supplies,Envelopes,24.4,2
30318,South,Office Supplies,Paper,195.64,4
75217,Central,Technology,Accessories,398.4,5
75217,Central,Office Supplies,Art,7.056,3
75217,Central,Furniture,Bookcases,1352.3976,9
92553,West,Office Supplies,Paper,26.4,5
92553,West,Office Supplies,Storage,41.88,6
19140,East,Office Supplies,Binders,99.846,9
40324,South,Technology,Phones,699.98,2
40324,South,Office Supplies,Storage,584.82,9
55407,Central,Office Supplies,Binders,43.98,2
55407,Central,Technology,Phones,377.97,3
55407,Central,Furniture,Furnishings,123.96,3
19805,East,Technology,Phones,391.98,2
27217,South,Technology,Accessories,383.976,3
27217,South,Furniture,Tables,1781.682,7
90008,West,Office Supplies,Art,21.4,5
48183,Central,Technology,Copiers,549.99,1
48183,Central,Office Supplies,Appliances,167.535,3
48183,Central,Office Supplies,Envelopes,38.34,3
48183,Central,Furniture,Furnishings,53.88,6
48183,Central,Technology,Phones,299.98,2
94109,West,Office Supplies,Storage,62.8,4
90049,West,Office Supplies,Binders,13.904,2
77070,Central,Furniture,Tables,744.1,5
77070,Central,Office Supplies,Storage,44.84,5
77070,Central,Furniture,Tables,401.59,2
53209,Central,Office Supplies,Binders,18.24,3
94122,West,Furniture,Bookcases,359.499,3
94122,West,Office Supplies,Storage,10.48,1
44105,East,Office Supplies,Paper,20.736,4
28110,South,Technology,Accessories,35.168,4
28110,South,Office Supplies,Paper,64.704,3
1852,East,Office Supplies,Paper,105.52,4
75081,Central,Office Supplies,Binders,5.792,2
19120,East,Technology,Phones,466.158,7
19120,East,Technology,Accessories,10.312,1
19120,East,Office Supplies,Binders,2.556,3
80538,West,Office Supplies,Paper,7.968,2
80538,West,Office Supplies,Envelopes,8.784,1
80538,West,Office Supplies,Fasteners,3.024,3
2895,East,Office Supplies,Storage,51.45,3
60610,Central,Office Supplies,Appliances,14.016,4
60610,Central,Furniture,Tables,214.95,5
60610,Central,Technology,Phones,35.04,4
60610,Central,Furniture,Furnishings,10.776,3
60610,Central,Office Supplies,Binders,4.6,2
60610,Central,Office Supplies,Storage,35.168,2
93309,West,Office Supplies,Binders,19.152,3
75217,Central,Office Supplies,Art,4.448,2
75217,Central,Office Supplies,Paper,5.184,1
75217,Central,Office Supplies,Paper,15.552,3
19140,East,Office Supplies,Paper,40.032,6
19140,East,Technology,Accessories,16.776,3
32725,South,Furniture,Chairs,186.304,4
31907,South,Technology,Accessories,66.36,4
37211,South,Office Supplies,Art,42.048,9
37211,South,Office Supplies,Art,67.92,5
19134,East,Office Supplies,Envelopes,52.512,6
19134,East,Office Supplies,Storage,186.912,6
19134,East,Office Supplies,Paper,10.048,4
60610,Central,Furniture,Furnishings,17.496,9
75220,Central,Office Supplies,Paper,15.552,3
88220,West,Office Supplies,Binders,10.776,3
19134,East,Office Supplies,Labels,3.304,1
10009,East,Office Supplies,Storage,35.48,1
11572,East,Office Supplies,Fasteners,34.44,3
11572,East,Technology,Machines,629.93,7
11572,East,Office Supplies,Binders,79.056,9
70506,South,Office Supplies,Storage,232.55,5
70506,South,Technology,Accessories,99.98,2
70506,South,Office Supplies,Paper,19.44,3
70506,South,Office Supplies,Paper,12.96,2
10009,East,Furniture,Tables,464.292,9
10009,East,Office Supplies,Envelopes,68.46,7
10009,East,Technology,Machines,2799.96,4
10009,East,Office Supplies,Appliances,601.3,2
10009,East,Technology,Phones,16.99,1
10009,East,Technology,Phones,287.97,3
10009,East,Office Supplies,Paper,44.82,9
92804,West,Furniture,Furnishings,101.12,8
32725,South,Technology,Phones,107.976,3
10009,East,Office Supplies,Appliances,58.73,7
10009,East,Office Supplies,Binders,93.344,4
98103,West,Office Supplies,Fasteners,17.05,5
92105,West,Office Supplies,Binders,8.096,2
73120,Central,Furniture,Furnishings,30.36,4
10550,East,Office Supplies,Envelopes,23.34,3
10550,East,Office Supplies,Paper,51.55,5
94109,West,Technology,Accessories,119.9,2
10009,East,Furniture,Chairs,1317.492,6
10009,East,Office Supplies,Supplies,63.84,8
10009,East,Office Supplies,Binders,3.592,1
90045,West,Furniture,Furnishings,86.26,2
90045,West,Office Supplies,Storage,139.04,4
90045,West,Office Supplies,Appliances,46.8,4
85224,West,Furniture,Furnishings,8.544,4
85224,West,Furniture,Chairs,842.376,3
11561,East,Technology,Phones,1214.85,3
94109,West,Office Supplies,Storage,67.78,2
59601,West,Office Supplies,Storage,39.9,5
10011,East,Office Supplies,Binders,2.688,1
10011,East,Office Supplies,Art,6.6,3
63122,Central,Office Supplies,Binders,28.4,4
63122,Central,Furniture,Furnishings,212.94,3
60653,Central,Technology,Phones,1001.584,2
60653,Central,Furniture,Chairs,569.058,3
60653,Central,Furniture,Furnishings,14.224,2
85345,West,Technology,Phones,105.584,2
85345,West,Technology,Phones,68.72,2
98103,West,Furniture,Bookcases,1367.84,8
48180,Central,Furniture,Chairs,301.96,2
91104,West,Furniture,Chairs,170.352,3
48640,Central,Office Supplies,Art,3.9,2
48640,Central,Office Supplies,Paper,12.84,3
48640,Central,Office Supplies,Paper,15.84,3
48640,Central,Furniture,Chairs,563.94,3
48640,Central,Office Supplies,Storage,62.94,3
48640,Central,Office Supplies,Storage,535.41,3
48205,Central,Furniture,Chairs,3504.9,5
48205,Central,Office Supplies,Paper,144.12,3
48205,Central,Office Supplies,Paper,314.55,3
81001,West,Office Supplies,Art,3.408,1
76706,Central,Office Supplies,Binders,2.072,2
76706,Central,Furniture,Bookcases,328.3992,3
94109,West,Office Supplies,Binders,53.248,2
10024,East,Office Supplies,Binders,4.992,3
90036,West,Furniture,Furnishings,37.68,2
90036,West,Technology,Phones,258.576,2
90036,West,Office Supplies,Appliances,75.84,2
2895,East,Office Supplies,Paper,45.36,7
2895,East,Office Supplies,Binders,45.78,3
31907,South,Office Supplies,Storage,40.29,3
31907,South,Office Supplies,Binders,38.71,7
32216,South,Office Supplies,Storage,1801.632,6
19140,East,Technology,Phones,748.752,8
47201,Central,Technology,Accessories,199.96,4
47201,Central,Furniture,Chairs,1516.2,7
77506,Central,Technology,Accessories,167.952,6
77506,Central,Office Supplies,Art,45.04,2
94122,West,Office Supplies,Envelopes,23.16,2
29203,South,Furniture,Furnishings,397.6,5
29203,South,Office Supplies,Paper,85.96,7
29203,South,Office Supplies,Art,13.12,4
29203,South,Office Supplies,Binders,45.66,3
98031,West,Office Supplies,Envelopes,158.13,3
98031,West,Technology,Phones,43.6,5
78664,Central,Office Supplies,Supplies,3930.072,3
78664,Central,Office Supplies,Fasteners,2.304,1
78664,Central,Technology,Phones,431.976,3
78664,Central,Technology,Accessories,41.72,7
94601,West,Furniture,Furnishings,104.23,7
94601,West,Office Supplies,Storage,70.26,3
13021,East,Office Supplies,Art,9.26,2
13021,East,Office Supplies,Storage,105.98,2
13021,East,Office Supplies,Fasteners,1.24,1
13021,East,Office Supplies,Labels,20.7,2
13021,East,Office Supplies,Paper,28.9,5
13021,East,Office Supplies,Envelopes,27.18,1
19711,East,Office Supplies,Storage,465.18,3
10024,East,Office Supplies,Storage,36.63,3
92374,West,Office Supplies,Storage,51.45,3
92374,West,Office Supplies,Labels,7.83,3
92374,West,Office Supplies,Art,35.4,5
92374,West,Office Supplies,Paper,29.9,5
48066,Central,Office Supplies,Envelopes,17.48,2
90049,West,Office Supplies,Paper,79.14,3
10011,East,Office Supplies,Art,8.4,5
48205,Central,Furniture,Chairs,498.26,7
48234,Central,Furniture,Bookcases,212.94,3
65807,Central,Office Supplies,Appliances,706.86,7
65807,Central,Technology,Phones,114.95,5
65807,Central,Office Supplies,Binders,43.19,7
90036,West,Office Supplies,Paper,166.44,3
10011,East,Office Supplies,Binders,36.56,5
10011,East,Office Supplies,Binders,186.144,6
10011,East,Furniture,Bookcases,353.568,2
94109,West,Office Supplies,Paper,81.98,2
93727,West,Office Supplies,Binders,14.624,2
93727,West,Furniture,Tables,697.16,5
93727,West,Furniture,Furnishings,30.93,1
93727,West,Office Supplies,Binders,27.496,7
71854,South,Furniture,Chairs,605.34,6
94110,West,Furniture,Tables,210.008,1
46203,Central,Office Supplies,Appliances,54.96,3
21044,East,Furniture,Furnishings,164.22,3
21044,East,Furniture,Bookcases,362.94,3
21044,East,Technology,Accessories,59.98,2
95123,West,Office Supplies,Storage,332.94,3
95123,West,Office Supplies,Binders,39.872,2
98115,West,Office Supplies,Supplies,13.68,2
75007,Central,Office Supplies,Binders,3.318,3
22204,South,Office Supplies,Binders,10.44,1
90032,West,Furniture,Tables,136.464,2
90032,West,Technology,Phones,333.576,3
90032,West,Office Supplies,Binders,12.544,2
60423,Central,Office Supplies,Appliances,20.768,8
98105,West,Technology,Accessories,43.5,3
19143,East,Office Supplies,Fasteners,12.576,4
31907,South,Technology,Accessories,249.95,5
31907,South,Office Supplies,Paper,49.12,4
23464,South,Office Supplies,Appliances,182.91,3
98198,West,Office Supplies,Binders,107.648,2
18018,East,Furniture,Chairs,99.372,2
18018,East,Furniture,Furnishings,33.568,2
73120,Central,Office Supplies,Paper,10.56,2
91730,West,Office Supplies,Paper,38.88,6
90032,West,Office Supplies,Paper,35.2,5
19120,East,Office Supplies,Paper,45.528,3
77036,Central,Technology,Phones,196.776,3
77036,Central,Office Supplies,Binders,2.92,2
77036,Central,Furniture,Tables,200.795,1
77036,Central,Technology,Accessories,46.688,4
77036,Central,Office Supplies,Art,21.864,3
98103,West,Office Supplies,Paper,11.76,2
98103,West,Office Supplies,Paper,167.94,3
98103,West,Office Supplies,Appliances,3.89,1
10701,East,Technology,Machines,52.44,4
94110,West,Furniture,Furnishings,32.36,4
94110,West,Office Supplies,Appliances,406.6,5
90008,West,Furniture,Furnishings,27.92,4
90008,West,Furniture,Tables,399.672,7
33142,South,Office Supplies,Binders,3.744,4
5408,East,Furniture,Chairs,715.2,3
72701,South,Technology,Accessories,159.8,4
72701,South,Technology,Accessories,44.75,5
79762,Central,Furniture,Chairs,340.116,6
23464,South,Office Supplies,Paper,105.52,4
53209,Central,Technology,Accessories,13.48,1
48234,Central,Office Supplies,Storage,85.52,2
55901,Central,Furniture,Furnishings,6.16,2
55901,Central,Office Supplies,Paper,36.84,3
98105,West,Office Supplies,Storage,15.84,3
98105,West,Office Supplies,Labels,44.4,3
80027,West,Office Supplies,Envelopes,21.24,9
80027,West,Office Supplies,Binders,9.552,8
80027,West,Furniture,Bookcases,89.991,3
94122,West,Office Supplies,Paper,163.96,4
77036,Central,Office Supplies,Paper,17.904,2
77036,Central,Furniture,Chairs,966.7,5
77036,Central,Office Supplies,Paper,182.112,6
33180,South,Office Supplies,Storage,4.464,1
44256,East,Furniture,Tables,51.588,1
55113,Central,Office Supplies,Labels,50.4,8
77041,Central,Office Supplies,Paper,89.568,2
10701,East,Furniture,Furnishings,14.89,1
10701,East,Technology,Phones,543.92,8
92037,West,Office Supplies,Envelopes,4.08,2
92037,West,Office Supplies,Labels,18.9,3
22153,South,Furniture,Tables,2275.5,10
22153,South,Technology,Accessories,1979.7,6
22153,South,Office Supplies,Labels,62.1,6
62521,Central,Furniture,Chairs,37.296,2
75043,Central,Furniture,Furnishings,8.544,2
11572,East,Furniture,Furnishings,68.95,5
11572,East,Office Supplies,Storage,296.37,3
11572,East,Technology,Phones,39.98,2
77095,Central,Furniture,Chairs,191.058,3
77095,Central,Office Supplies,Art,13.04,5
77095,Central,Office Supplies,Binders,1525.188,6
27834,South,Office Supplies,Labels,9.216,4
27834,South,Office Supplies,Supplies,28.048,2
94110,West,Furniture,Furnishings,64.96,2
94110,West,Office Supplies,Envelopes,30.56,4
27405,South,Furniture,Chairs,187.056,9
37918,South,Furniture,Furnishings,11.808,2
37918,South,Furniture,Furnishings,9.656,1
37918,South,Office Supplies,Paper,20.736,4
37918,South,Office Supplies,Binders,27.36,3
37918,South,Furniture,Tables,2314.116,7
37918,South,Office Supplies,Binders,34.236,4
37918,South,Furniture,Furnishings,19.76,2
68801,Central,Office Supplies,Paper,15.96,2
90712,West,Office Supplies,Art,16.9,5
90712,West,Furniture,Furnishings,25.08,6
1841,East,Office Supplies,Art,6.68,2
90049,West,Office Supplies,Paper,19.44,3
77036,Central,Technology,Phones,31.92,2
10035,East,Office Supplies,Binders,33.568,2
10011,East,Furniture,Furnishings,63.94,1
10011,East,Office Supplies,Binders,60.6,5
